country_tcf,item_tcf,item_group,item_type,processed,variable,value,unit
belgique-luxembourg,cucumbers and gherkins,vegetables and melons,crops and derived products,primary,waste,4,%
belgique-luxembourg,eggplants,vegetables and melons,crops and derived products,primary,waste,2,%
belgique-luxembourg,"chillies+peppers, green",vegetables and melons,crops and derived products,primary,waste,4,%
belgique-luxembourg,"onions+shallots, green",vegetables and melons,crops and derived products,primary,waste,4,%
belgique-luxembourg,"onions, dry",vegetables and melons,crops and derived products,primary,waste,4,%
belgique-luxembourg,garlic,vegetables and melons,crops and derived products,primary,waste,4,%
belgique-luxembourg,leeks and oth.alliac.veg,vegetables and melons,crops and derived products,primary,waste,4,%
belgique-luxembourg,"broad beans, green",vegetables and melons,crops and derived products,primary,waste,10,%
belgique-luxembourg,"peas, green",vegetables and melons,crops and derived products,primary,waste,19,%
belgique-luxembourg,"beans, green",vegetables and melons,crops and derived products,primary,waste,10,%
belgique-luxembourg,carrots,vegetables and melons,crops and derived products,primary,waste,4,%
belgique-luxembourg,mushrooms,vegetables and melons,crops and derived products,primary,waste,4,%
belgique-luxembourg,vegetables fresh nes,vegetables and melons,crops and derived products,primary,waste,5,%
belgique-luxembourg,vegetables dehydrated,vegetables and melons,crops and derived products,processed,waste,,%
belgique-luxembourg,vegetables prepared nes,vegetables and melons,crops and derived products,processed,waste,,%
belgique-luxembourg,vegetables frozen,vegetables and melons,crops and derived products,processed,waste,,%
belgique-luxembourg,veg.prep or pres.frozen,vegetables and melons,crops and derived products,processed,waste,,%
belgique-luxembourg,watermelons,vegetables and melons,crops and derived products,primary,waste,5,%
belgique-luxembourg,cantaloupes+oth melons,vegetables and melons,crops and derived products,primary,waste,5,%
belgique-luxembourg,bananas,fruits and berries,crops and derived products,primary,waste,,%
belgique-luxembourg,oranges,fruits and berries,crops and derived products,primary,waste,3,%
belgique-luxembourg,tang.mand.clement.satsma,fruits and berries,crops and derived products,primary,waste,3,%
belgique-luxembourg,lemons and limes,fruits and berries,crops and derived products,primary,waste,3,%
belgique-luxembourg,lemonjuice single-streng,fruits and berries,crops and derived products,processed,waste,,%
belgique-luxembourg,grapefruit and pomelo,fruits and berries,crops and derived products,primary,waste,3,%
belgique-luxembourg,grapefruitjuice sing-str,fruits and berries,crops and derived products,processed,waste,,%
belgique-luxembourg,apples,fruits and berries,crops and derived products,primary,waste,,%
belgique-luxembourg,ferm. beverages exc wine,fruits and berries,crops and derived products,processed,waste,,%
belgique-luxembourg,applejuice single streng,fruits and berries,crops and derived products,processed,waste,,%
belgique-luxembourg,applejuice concentrated,fruits and berries,crops and derived products,processed,waste,,%
belgique-luxembourg,pears,fruits and berries,crops and derived products,primary,waste,,%
belgique-luxembourg,apricots,fruits and berries,crops and derived products,primary,waste,,%
belgique-luxembourg,sour cherries,fruits and berries,crops and derived products,primary,waste,5,%
belgique-luxembourg,cherries,fruits and berries,crops and derived products,primary,waste,10,%
belgique-luxembourg,peaches and nectarines,fruits and berries,crops and derived products,primary,waste,5,%
belgique-luxembourg,plums,fruits and berries,crops and derived products,primary,waste,10,%
belgique-luxembourg,strawberries,fruits and berries,crops and derived products,primary,waste,5,%
belgique-luxembourg,raspberries,fruits and berries,crops and derived products,primary,waste,5,%
belgique-luxembourg,currants,fruits and berries,crops and derived products,primary,waste,5,%
belgique-luxembourg,berries nes,fruits and berries,crops and derived products,primary,waste,5,%
belgique-luxembourg,grapes,fruits and berries,crops and derived products,primary,waste,10,%
belgique-luxembourg,wine,fruits and berries,crops and derived products,processed,waste,,%
belgique-luxembourg,figs,fruits and berries,crops and derived products,primary,waste,5,%
belgique-luxembourg,"figs, dried",fruits and berries,crops and derived products,processed,waste,5,%
belgique-luxembourg,mangoes,fruits and berries,crops and derived products,primary,waste,5,%
belgique-luxembourg,avocados,fruits and berries,crops and derived products,primary,waste,5,%
belgique-luxembourg,pineapples,fruits and berries,crops and derived products,primary,waste,,%
belgique-luxembourg,pineapplejuice sing-stre,fruits and berries,crops and derived products,processed,waste,,%
belgique-luxembourg,dates,fruits and berries,crops and derived products,primary,waste,2,%
belgique-luxembourg,pineapplejuice concentr.,fruits and berries,crops and derived products,processed,waste,,%
belgique-luxembourg,"kiwi, fruit",fruits and berries,crops and derived products,primary,waste,5,%
belgique-luxembourg,papayas,fruits and berries,crops and derived products,primary,waste,5,%
belgique-luxembourg,fruit fresh nes,fruits and berries,crops and derived products,primary,waste,2,%
belgique-luxembourg,coffee roasted,stimulants and beverages,crops and derived products,processed,waste,,%
belgique-luxembourg,coffee subst cont coffee,stimulants and beverages,crops and derived products,processed,waste,,%
belgique-luxembourg,coffee extracts,stimulants and beverages,crops and derived products,processed,waste,,%
belgique-luxembourg,cocoa paste,stimulants and beverages,crops and derived products,processed,waste,,%
belgique-luxembourg,cocoa husks+shell,stimulants and beverages,crops and derived products,processed,waste,,%
belgique-luxembourg,cocoa butter,stimulants and beverages,crops and derived products,processed,waste,,%
belgique-luxembourg,cocoa powder and cake,stimulants and beverages,crops and derived products,processed,waste,,%
belgique-luxembourg,chocolate products nes,stimulants and beverages,crops and derived products,processed,waste,,%
belgique-luxembourg,cattle,meat,livestock products,primary,share of live weight,,%
belgique-luxembourg,sheep,meat,livestock products,primary,share of live weight,,%
belgique-luxembourg,pigs,meat,livestock products,primary,share of live weight,,%
belgique-luxembourg,chickens,meat,livestock products,primary,share of live weight,,%
belgique-luxembourg,turkeys,meat,livestock products,primary,share of live weight,,%
belgique-luxembourg,horses,meat,livestock products,primary,share of live weight,,%
belgique-luxembourg,"cow milk, whole, fresh",milk,livestock products,primary,waste,,%
belgique-luxembourg,"cream, fresh",milk,livestock products,processed,waste,,%
belgique-luxembourg,butter of cow milk,milk,livestock products,processed,waste,,%
belgique-luxembourg,"whole milk,condensed",milk,livestock products,processed,waste,,%
belgique-luxembourg,"whole milk, evaporated",milk,livestock products,processed,waste,,%
belgique-luxembourg,dry whole cow milk,milk,livestock products,processed,waste,,%
belgique-luxembourg,cheese (whole cow milk),milk,livestock products,processed,waste,,%
belgique-luxembourg,hen eggs,eggs,livestock products,primary,weight,,g/egg
bulgarie,wheat,cereals,crops and derived products,primary,waste,10,%
bulgarie,flour of wheat,cereals,crops and derived products,processed,waste,0.7,%
bulgarie,bran of wheat,cereals,crops and derived products,processed,waste,,%
bulgarie,germ of wheat,cereals,crops and derived products,processed,waste,,%
bulgarie,wheat starch,cereals,crops and derived products,processed,waste,,%
bulgarie,wheat gluten,cereals,crops and derived products,processed,waste,,%
bulgarie,"rice, paddy",cereals,crops and derived products,primary,waste,,%
bulgarie,milled paddy rice,cereals,crops and derived products,processed,waste,,%
bulgarie,milled/husked rice,cereals,crops and derived products,processed,waste,,%
bulgarie,"rice, husked",cereals,crops and derived products,processed,waste,,%
bulgarie,bran of rice,cereals,crops and derived products,processed,waste,,%
bulgarie,barley,cereals,crops and derived products,primary,waste,,%
bulgarie,pot barley,cereals,crops and derived products,processed,waste,2,%
bulgarie,bran of barley,cereals,crops and derived products,processed,waste,,%
bulgarie,malt of barley,cereals,crops and derived products,processed,waste,,%
bulgarie,maize,cereals,crops and derived products,primary,waste,10,%
bulgarie,germ of maize,cereals,crops and derived products,processed,waste,,%
bulgarie,flour of maize,cereals,crops and derived products,processed,waste,1,%
bulgarie,bran of maize,cereals,crops and derived products,processed,waste,,%
bulgarie,oil of maize,cereals,crops and derived products,processed,waste,,%
bulgarie,cake of maize,cereals,crops and derived products,processed,waste,,%
bulgarie,maize gluten,cereals,crops and derived products,processed,waste,,%
bulgarie,starch of maize,cereals,crops and derived products,processed,waste,,%
bulgarie,rye,cereals,crops and derived products,primary,waste,2,%
bulgarie,flour of rye,cereals,crops and derived products,processed,waste,1,%
bulgarie,bran of rye,cereals,crops and derived products,processed,waste,,%
bulgarie,oats,cereals,crops and derived products,primary,waste,,%
bulgarie,"oats, rolled",cereals,crops and derived products,processed,waste,,%
bulgarie,bran of oats,cereals,crops and derived products,processed,waste,,%
bulgarie,cereals nes,cereals,crops and derived products,primary,waste,,%
bulgarie,potatoes,roots and tubers,crops and derived products,primary,waste,10,%
bulgarie,"beans, dry",pulses,crops and derived products,primary,waste,,%
bulgarie,"broad beans, dry",pulses,crops and derived products,primary,waste,,%
bulgarie,"peas, dry",pulses,crops and derived products,primary,waste,,%
bulgarie,chick-peas,pulses,crops and derived products,primary,waste,,%
bulgarie,lentils,pulses,crops and derived products,primary,waste,,%
bulgarie,vetches,pulses,crops and derived products,primary,waste,5,%
bulgarie,flour of pulses,pulses,crops and derived products,processed,waste,,%
bulgarie,bran of pulses,pulses,crops and derived products,processed,waste,,%
bulgarie,beet sugar,sugar crops,crops and derived products,processed,waste,,%
bulgarie,sugar refined,sugar crops,crops and derived products,processed,waste,,%
bulgarie,molasses,sugar crops,crops and derived products,processed,waste,,%
bulgarie,"beet pulp,dry",sugar crops,crops and derived products,processed,waste,,%
bulgarie,cashew nuts,nuts,crops and derived products,primary,waste,1,%
bulgarie,chestnuts,nuts,crops and derived products,primary,waste,1,%
bulgarie,almonds shelled,nuts,crops and derived products,processed,waste,,%
bulgarie,walnuts shelled,nuts,crops and derived products,processed,waste,,%
bulgarie,hazelnuts shelled,nuts,crops and derived products,processed,waste,,%
bulgarie,preprd nuts(excl.grnuts),nuts,crops and derived products,processed,waste,,%
bulgarie,soybeans,oil-bearing crops,crops and derived products,primary,waste,,%
bulgarie,oil of soya beans,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,cake of soya beans,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,soya sauce,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,groundnuts in shell,oil-bearing crops,crops and derived products,primary,waste,,%
bulgarie,groundnuts shelled,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,oil of groundnuts,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,cake of groundnuts,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,prepared groundnuts,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,oil of palm kernels,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,cake of palm kernels,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,"olives, preserved",oil-bearing crops,crops and derived products,processed,waste,4,%
bulgarie,castor beans,oil-bearing crops,crops and derived products,primary,waste,,%
bulgarie,oil of castor beans,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,sunflower seed,oil-bearing crops,crops and derived products,primary,waste,,%
bulgarie,oil of sunflower seed,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,cake of sunflower seed,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,rapeseed,oil-bearing crops,crops and derived products,primary,waste,3,%
bulgarie,oil of rapeseed,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,cake of rapeseed,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,sesame seed,oil-bearing crops,crops and derived products,primary,waste,1,%
bulgarie,cottonseed,oil-bearing crops,crops and derived products,primary,waste,,%
bulgarie,oil of cotton seed,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,cake of cotton seed,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,linseed,oil-bearing crops,crops and derived products,primary,waste,,%
bulgarie,oil of linseed,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,cake of linseed,oil-bearing crops,crops and derived products,processed,waste,,%
bulgarie,cabbages,vegetables and melons,crops and derived products,primary,waste,18,%
bulgarie,lettuce,vegetables and melons,crops and derived products,primary,waste,10,%
bulgarie,spinach,vegetables and melons,crops and derived products,primary,waste,10,%
bulgarie,tomatoes,vegetables and melons,crops and derived products,primary,waste,16,%
bulgarie,tomatojuice single-stren,vegetables and melons,crops and derived products,processed,waste,,%
bulgarie,tomato paste,vegetables and melons,crops and derived products,processed,waste,,%
bulgarie,peeled tomatoes,vegetables and melons,crops and derived products,processed,waste,,%
bulgarie,cauliflower,vegetables and melons,crops and derived products,primary,waste,10,%
bulgarie,"pumpkins, squash, gourds",vegetables and melons,crops and derived products,primary,waste,1,%
bulgarie,cucumbers and gherkins,vegetables and melons,crops and derived products,primary,waste,15,%
bulgarie,eggplants,vegetables and melons,crops and derived products,primary,waste,10,%
bulgarie,"chillies+peppers, green",vegetables and melons,crops and derived products,primary,waste,10,%
bulgarie,"onions+shallots, green",vegetables and melons,crops and derived products,primary,waste,5,%
bulgarie,"onions, dry",vegetables and melons,crops and derived products,primary,waste,,%
bulgarie,garlic,vegetables and melons,crops and derived products,primary,waste,10,%
bulgarie,"broad beans, green",vegetables and melons,crops and derived products,primary,waste,10,%
bulgarie,"peas, green",vegetables and melons,crops and derived products,primary,waste,10,%
bulgarie,"beans, green",vegetables and melons,crops and derived products,primary,waste,10,%
bulgarie,carrots,vegetables and melons,crops and derived products,primary,waste,5,%
bulgarie,mushrooms,vegetables and melons,crops and derived products,primary,waste,1,%
bulgarie,dried mushrooms,vegetables and melons,crops and derived products,processed,waste,,%
bulgarie,canned mushrooms,vegetables and melons,crops and derived products,processed,waste,,%
bulgarie,vegetables fresh nes,vegetables and melons,crops and derived products,primary,waste,10,%
bulgarie,juice of vegetables nes,vegetables and melons,crops and derived products,processed,waste,,%
bulgarie,vegetables dehydrated,vegetables and melons,crops and derived products,processed,waste,,%
bulgarie,vegetables pr by vinegar,vegetables and melons,crops and derived products,processed,waste,,%
bulgarie,vegetables prepared nes,vegetables and melons,crops and derived products,processed,waste,,%
bulgarie,vegetables frozen,vegetables and melons,crops and derived products,processed,waste,,%
bulgarie,veg. in temp preservativ,vegetables and melons,crops and derived products,processed,waste,,%
bulgarie,veg.prep or pres.frozen,vegetables and melons,crops and derived products,processed,waste,,%
bulgarie,watermelons,vegetables and melons,crops and derived products,primary,waste,10,%
bulgarie,bananas,fruits and berries,crops and derived products,primary,waste,5,%
bulgarie,oranges,fruits and berries,crops and derived products,primary,waste,5,%
bulgarie,oranjuice single-strengt,fruits and berries,crops and derived products,processed,waste,,%
bulgarie,tang.mand.clement.satsma,fruits and berries,crops and derived products,primary,waste,5,%
bulgarie,lemons and limes,fruits and berries,crops and derived products,primary,waste,5,%
bulgarie,grapefruit and pomelo,fruits and berries,crops and derived products,primary,waste,5,%
bulgarie,apples,fruits and berries,crops and derived products,primary,waste,,%
bulgarie,ferm. beverages exc wine,fruits and berries,crops and derived products,processed,waste,,%
bulgarie,applejuice single streng,fruits and berries,crops and derived products,processed,waste,,%
bulgarie,pears,fruits and berries,crops and derived products,primary,waste,,%
bulgarie,quinces,fruits and berries,crops and derived products,primary,waste,10,%
bulgarie,apricots,fruits and berries,crops and derived products,primary,waste,10,%
bulgarie,dry apricots,fruits and berries,crops and derived products,processed,waste,,%
bulgarie,sour cherries,fruits and berries,crops and derived products,primary,waste,10,%
bulgarie,cherries,fruits and berries,crops and derived products,primary,waste,10,%
bulgarie,peaches and nectarines,fruits and berries,crops and derived products,primary,waste,,%
bulgarie,plums,fruits and berries,crops and derived products,primary,waste,,%
bulgarie,"plums, dried (prunes)",fruits and berries,crops and derived products,processed,waste,,%
bulgarie,strawberries,fruits and berries,crops and derived products,primary,waste,10,%
bulgarie,raspberries,fruits and berries,crops and derived products,primary,waste,10,%
bulgarie,currants,fruits and berries,crops and derived products,primary,waste,10,%
bulgarie,grapes,fruits and berries,crops and derived products,primary,waste,12,%
bulgarie,grapes,fruits and berries,crops and derived products,primary,waste,,%
bulgarie,grape juice,fruits and berries,crops and derived products,processed,waste,,%
bulgarie,wine,fruits and berries,crops and derived products,processed,waste,,%
bulgarie,fruit fresh nes,fruits and berries,crops and derived products,primary,waste,12,%
bulgarie,coffee roasted,stimulants and beverages,crops and derived products,processed,waste,,%
bulgarie,cocoa paste,stimulants and beverages,crops and derived products,processed,waste,,%
bulgarie,cocoa husks+shell,stimulants and beverages,crops and derived products,processed,waste,,%
bulgarie,cocoa butter,stimulants and beverages,crops and derived products,processed,waste,,%
bulgarie,cocoa powder and cake,stimulants and beverages,crops and derived products,processed,waste,,%
bulgarie,chocolate products nes,stimulants and beverages,crops and derived products,processed,waste,,%
bulgarie,cotton lint,other crops,crops and derived products,processed,waste,,%
bulgarie,cotton linter,other crops,crops and derived products,processed,waste,,%
bulgarie,cattle,meat,livestock products,primary,share of live weight,,%
bulgarie,buffaloes,meat,livestock products,primary,share of live weight,,%
bulgarie,sheep,meat,livestock products,primary,share of live weight,,%
bulgarie,goats,meat,livestock products,primary,share of live weight,,%
bulgarie,pigs,meat,livestock products,primary,share of live weight,,%
bulgarie,chickens,meat,livestock products,primary,share of live weight,,%
bulgarie,horses,meat,livestock products,primary,share of live weight,,%
bulgarie,rabbits,meat,livestock products,primary,share of live weight,,%
bulgarie,"cow milk, whole, fresh",milk,livestock products,primary,waste,1,%
bulgarie,butter of cow milk,milk,livestock products,processed,waste,,%
bulgarie,"beurre fondu, cow milk",milk,livestock products,processed,waste,,%
bulgarie,cheese (whole cow milk),milk,livestock products,processed,waste,,%
bulgarie,buffalo milk,milk,livestock products,primary,waste,,%
bulgarie,sheep milk,milk,livestock products,primary,waste,,%
bulgarie,cheese of sheep milk,milk,livestock products,processed,waste,,%
bulgarie,goat milk,milk,livestock products,primary,waste,,%
bulgarie,cheese of goat milk,milk,livestock products,processed,waste,,%
bulgarie,hen eggs,eggs,livestock products,primary,weight,,g/egg
bulgarie,eggs excl hen,eggs,livestock products,primary,weight,69,g/egg
czechk.rep,wheat,cereals,crops and derived products,primary,waste,2,%
czechk.rep,flour of wheat,cereals,crops and derived products,processed,waste,,%
czechk.rep,bran of wheat,cereals,crops and derived products,processed,waste,,%
czechk.rep,germ of wheat,cereals,crops and derived products,processed,waste,,%
czechk.rep,wheat starch,cereals,crops and derived products,processed,waste,,%
czechk.rep,wheat gluten,cereals,crops and derived products,processed,waste,,%
czechk.rep,milled paddy rice,cereals,crops and derived products,processed,waste,,%
czechk.rep,rice gluten,cereals,crops and derived products,processed,waste,,%
czechk.rep,"rice, starch",cereals,crops and derived products,processed,waste,,%
czechk.rep,bran of rice,cereals,crops and derived products,processed,waste,,%
czechk.rep,barley,cereals,crops and derived products,primary,waste,2,%
czechk.rep,pot barley,cereals,crops and derived products,processed,waste,,%
czechk.rep,bran of barley,cereals,crops and derived products,processed,waste,,%
czechk.rep,malt of barley,cereals,crops and derived products,processed,waste,,%
czechk.rep,maize,cereals,crops and derived products,primary,waste,2,%
czechk.rep,germ of maize,cereals,crops and derived products,processed,waste,,%
czechk.rep,flour of maize,cereals,crops and derived products,processed,waste,,%
czechk.rep,bran of maize,cereals,crops and derived products,processed,waste,,%
czechk.rep,maize gluten,cereals,crops and derived products,processed,waste,,%
czechk.rep,starch of maize,cereals,crops and derived products,processed,waste,,%
czechk.rep,rye,cereals,crops and derived products,primary,waste,2,%
czechk.rep,flour of rye,cereals,crops and derived products,processed,waste,,%
czechk.rep,bran of rye,cereals,crops and derived products,processed,waste,,%
czechk.rep,oats,cereals,crops and derived products,primary,waste,2,%
czechk.rep,"oats, rolled",cereals,crops and derived products,processed,waste,,%
czechk.rep,bran of oats,cereals,crops and derived products,processed,waste,,%
czechk.rep,millet,cereals,crops and derived products,primary,waste,2,%
czechk.rep,triticale,cereals,crops and derived products,primary,waste,2,%
czechk.rep,mixed grain,cereals,crops and derived products,primary,waste,2,%
czechk.rep,flour of mixed grain,cereals,crops and derived products,processed,waste,,%
czechk.rep,bran of mixed grain,cereals,crops and derived products,processed,waste,,%
czechk.rep,cereals nes,cereals,crops and derived products,primary,waste,2,%
czechk.rep,potatoes,roots and tubers,crops and derived products,primary,waste,20,%
czechk.rep,flour of potatoes,roots and tubers,crops and derived products,processed,waste,,%
czechk.rep,potato starch,roots and tubers,crops and derived products,processed,waste,,%
czechk.rep,"beans, dry",pulses,crops and derived products,primary,waste,2,%
czechk.rep,"broad beans, dry",pulses,crops and derived products,primary,waste,2,%
czechk.rep,"peas, dry",pulses,crops and derived products,primary,waste,2,%
czechk.rep,lentils,pulses,crops and derived products,primary,waste,2,%
czechk.rep,vetches,pulses,crops and derived products,primary,waste,,%
czechk.rep,pulses nes,pulses,crops and derived products,primary,waste,,%
czechk.rep,flour of pulses,pulses,crops and derived products,processed,waste,,%
czechk.rep,bran of pulses,pulses,crops and derived products,processed,waste,,%
czechk.rep,beet sugar,sugar crops,crops and derived products,processed,waste,,%
czechk.rep,sugar refined,sugar crops,crops and derived products,processed,waste,,%
czechk.rep,molasses,sugar crops,crops and derived products,processed,waste,,%
czechk.rep,"beet pulp,dry",sugar crops,crops and derived products,processed,waste,,%
czechk.rep,walnuts,nuts,crops and derived products,primary,waste,5,%
czechk.rep,pistachios,nuts,crops and derived products,primary,waste,5,%
czechk.rep,preprd nuts(excl.grnuts),nuts,crops and derived products,processed,waste,,%
czechk.rep,soybeans,oil-bearing crops,crops and derived products,primary,waste,2,%
czechk.rep,oil of soya beans,oil-bearing crops,crops and derived products,processed,waste,,%
czechk.rep,cake of soya beans,oil-bearing crops,crops and derived products,processed,waste,,%
czechk.rep,groundnuts shelled,oil-bearing crops,crops and derived products,processed,waste,,%
czechk.rep,oil of groundnuts,oil-bearing crops,crops and derived products,processed,waste,,%
czechk.rep,cake of groundnuts,oil-bearing crops,crops and derived products,processed,waste,,%
czechk.rep,sunflower seed,oil-bearing crops,crops and derived products,primary,waste,2,%
czechk.rep,oil of sunflower seed,oil-bearing crops,crops and derived products,processed,waste,,%
czechk.rep,cake of sunflower seed,oil-bearing crops,crops and derived products,processed,waste,,%
czechk.rep,rapeseed,oil-bearing crops,crops and derived products,primary,waste,2,%
czechk.rep,oil of rapeseed,oil-bearing crops,crops and derived products,processed,waste,,%
czechk.rep,cake of rapeseed,oil-bearing crops,crops and derived products,processed,waste,,%
czechk.rep,oil of sesame seed,oil-bearing crops,crops and derived products,processed,waste,,%
czechk.rep,cake of sesame seed,oil-bearing crops,crops and derived products,processed,waste,,%
czechk.rep,mustard seed,oil-bearing crops,crops and derived products,primary,waste,2,%
czechk.rep,flour of mustard,oil-bearing crops,crops and derived products,processed,waste,,%
czechk.rep,linseed,oil-bearing crops,crops and derived products,primary,waste,2,%
czechk.rep,oil of linseed,oil-bearing crops,crops and derived products,processed,waste,,%
czechk.rep,cake of linseed,oil-bearing crops,crops and derived products,processed,waste,,%
czechk.rep,cabbages,vegetables and melons,crops and derived products,primary,waste,12,%
czechk.rep,lettuce,vegetables and melons,crops and derived products,primary,waste,15,%
czechk.rep,spinach,vegetables and melons,crops and derived products,primary,waste,34,%
czechk.rep,tomatoes,vegetables and melons,crops and derived products,primary,waste,10,%
czechk.rep,cauliflower,vegetables and melons,crops and derived products,primary,waste,8,%
czechk.rep,cucumbers and gherkins,vegetables and melons,crops and derived products,primary,waste,15,%
czechk.rep,"chillies+peppers, green",vegetables and melons,crops and derived products,primary,waste,5,%
czechk.rep,"onions, dry",vegetables and melons,crops and derived products,primary,waste,10,%
czechk.rep,garlic,vegetables and melons,crops and derived products,primary,waste,13,%
czechk.rep,"beans, green",vegetables and melons,crops and derived products,primary,waste,5,%
czechk.rep,"peas, green",vegetables and melons,crops and derived products,primary,waste,5,%
czechk.rep,carrots,vegetables and melons,crops and derived products,primary,waste,12,%
czechk.rep,mushrooms,vegetables and melons,crops and derived products,primary,waste,5,%
czechk.rep,vegetables fresh nes,vegetables and melons,crops and derived products,primary,waste,15,%
czechk.rep,vegetables dehydrated,vegetables and melons,crops and derived products,processed,waste,,%
czechk.rep,vegetables pr by vinegar,vegetables and melons,crops and derived products,processed,waste,,%
czechk.rep,watermelons,vegetables and melons,crops and derived products,primary,waste,5,%
czechk.rep,cantaloupes+oth melons,vegetables and melons,crops and derived products,primary,waste,10,%
czechk.rep,bananas,fruits and berries,crops and derived products,primary,waste,10,%
czechk.rep,apples,fruits and berries,crops and derived products,primary,waste,15,%
czechk.rep,ferm. beverages exc wine,fruits and berries,crops and derived products,processed,waste,,%
czechk.rep,applejuice single streng,fruits and berries,crops and derived products,processed,waste,,%
czechk.rep,applejuice concentrated,fruits and berries,crops and derived products,processed,waste,,%
czechk.rep,pears,fruits and berries,crops and derived products,primary,waste,15,%
czechk.rep,apricots,fruits and berries,crops and derived products,primary,waste,4,%
czechk.rep,sour cherries,fruits and berries,crops and derived products,primary,waste,3,%
czechk.rep,cherries,fruits and berries,crops and derived products,primary,waste,8,%
czechk.rep,peaches and nectarines,fruits and berries,crops and derived products,primary,waste,6,%
czechk.rep,plums,fruits and berries,crops and derived products,primary,waste,12,%
czechk.rep,strawberries,fruits and berries,crops and derived products,primary,waste,8,%
czechk.rep,raspberries,fruits and berries,crops and derived products,primary,waste,12,%
czechk.rep,gooseberries,fruits and berries,crops and derived products,primary,waste,8,%
czechk.rep,currants,fruits and berries,crops and derived products,primary,waste,8,%
czechk.rep,grapes,fruits and berries,crops and derived products,primary,waste,5,%
czechk.rep,wine,fruits and berries,crops and derived products,processed,waste,,%
czechk.rep,figs,fruits and berries,crops and derived products,primary,waste,5,%
czechk.rep,pineapples,fruits and berries,crops and derived products,primary,waste,5,%
czechk.rep,fruit fresh nes,fruits and berries,crops and derived products,primary,waste,15,%
czechk.rep,coffee roasted,stimulants and beverages,crops and derived products,processed,waste,,%
czechk.rep,coffee subst cont coffee,stimulants and beverages,crops and derived products,processed,waste,,%
czechk.rep,cocoa paste,stimulants and beverages,crops and derived products,processed,waste,,%
czechk.rep,cocoa husks+shell,stimulants and beverages,crops and derived products,processed,waste,,%
czechk.rep,cocoa butter,stimulants and beverages,crops and derived products,processed,waste,,%
czechk.rep,cocoa powder and cake,stimulants and beverages,crops and derived products,processed,waste,,%
czechk.rep,chocolate products nes,stimulants and beverages,crops and derived products,processed,waste,,%
czechk.rep,cattle,meat,livestock products,primary,share of live weight,,%
czechk.rep,sheep,meat,livestock products,primary,share of live weight,,%
czechk.rep,goats,meat,livestock products,primary,share of live weight,,%
czechk.rep,pigs,meat,livestock products,primary,share of live weight,,%
czechk.rep,chickens,meat,livestock products,primary,share of live weight,,%
czechk.rep,ducks,meat,livestock products,primary,share of live weight,,%
czechk.rep,geese,meat,livestock products,primary,share of live weight,,%
czechk.rep,turkeys,meat,livestock products,primary,share of live weight,,%
czechk.rep,horses,meat,livestock products,primary,share of live weight,,%
czechk.rep,rabbits,meat,livestock products,primary,share of live weight,,%
czechk.rep,"cow milk, whole, fresh",milk,livestock products,primary,waste,3,%
czechk.rep,"cream, fresh",milk,livestock products,processed,waste,,%
czechk.rep,butter of cow milk,milk,livestock products,processed,waste,,%
czechk.rep,"whole milk,condensed",milk,livestock products,processed,waste,,%
czechk.rep,"whole milk, evaporated",milk,livestock products,processed,waste,,%
czechk.rep,dry whole cow milk,milk,livestock products,processed,waste,,%
czechk.rep,cheese (whole cow milk),milk,livestock products,processed,waste,,%
czechk.rep,sheep milk,milk,livestock products,primary,waste,,%
czechk.rep,cheese of sheep milk,milk,livestock products,processed,waste,,%
czechk.rep,goat milk,milk,livestock products,primary,waste,,%
czechk.rep,cheese of goat milk,milk,livestock products,processed,waste,,%
czechk.rep,hen eggs,eggs,livestock products,primary,weight,,g/egg
slovakia,wheat,cereals,crops and derived products,primary,waste,1,%
slovakia,flour of wheat,cereals,crops and derived products,processed,waste,1,%
slovakia,bran of wheat,cereals,crops and derived products,processed,waste,,%
slovakia,germ of wheat,cereals,crops and derived products,processed,waste,,%
slovakia,wheat starch,cereals,crops and derived products,processed,waste,,%
slovakia,wheat gluten,cereals,crops and derived products,processed,waste,,%
slovakia,"rice, husked",cereals,crops and derived products,processed,waste,,%
slovakia,bran of rice,cereals,crops and derived products,processed,waste,,%
slovakia,rice flour,cereals,crops and derived products,processed,waste,,%
slovakia,barley,cereals,crops and derived products,primary,waste,1,%
slovakia,pot barley,cereals,crops and derived products,processed,waste,,%
slovakia,bran of barley,cereals,crops and derived products,processed,waste,,%
