area,area_code,proc_code,proc,comm_code,source_code,source,item_code,item,tcf
Greenland,GRL,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Greenland,GRL,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Greenland,GRL,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Greenland,GRL,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Grenada,GRD,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Grenada,GRD,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Grenada,GRD,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Grenada,GRD,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.07912
Grenada,GRD,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Grenada,GRD,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Guadeloupe,GLP,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Guadeloupe,GLP,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Guadeloupe,GLP,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Guadeloupe,GLP,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Guadeloupe,GLP,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Guadeloupe,GLP,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Guam,GUM,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Guam,GUM,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Guam,GUM,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Guam,GUM,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Guam,GUM,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Guam,GUM,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Guatemala,GTM,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Guatemala,GTM,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Guatemala,GTM,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.068
Guatemala,GTM,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.092
Guatemala,GTM,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Guatemala,GTM,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Guinea,GIN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Guinea,GIN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Guinea,GIN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Guinea,GIN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.08924
Guinea,GIN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Guinea,GIN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Guyana,GUY,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Guyana,GUY,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Guyana,GUY,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Guyana,GUY,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.08832
Guyana,GUY,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Guyana,GUY,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Heard and McDonald Islands,HMD,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Heard and McDonald Islands,HMD,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Heard and McDonald Islands,HMD,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Heard and McDonald Islands,HMD,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Heard and McDonald Islands,HMD,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Heard and McDonald Islands,HMD,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Haiti,HTI,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Haiti,HTI,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Haiti,HTI,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.06
Haiti,HTI,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.085085
Haiti,HTI,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Haiti,HTI,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Holy See,VAT,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Holy See,VAT,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Holy See,VAT,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Holy See,VAT,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Holy See,VAT,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Holy See,VAT,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Honduras,HND,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Honduras,HND,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Honduras,HND,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.053
Honduras,HND,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.08096
Honduras,HND,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Honduras,HND,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
"China, Hong Kong SAR",HKG,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
"China, Hong Kong SAR",HKG,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
"China, Hong Kong SAR",HKG,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
"China, Hong Kong SAR",HKG,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
"China, Hong Kong SAR",HKG,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
"China, Hong Kong SAR",HKG,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Hungary,HUN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Hungary,HUN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.67
Hungary,HUN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Hungary,HUN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Hungary,HUN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1196
Hungary,HUN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Croatia,HRV,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Croatia,HRV,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.69
Croatia,HRV,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Croatia,HRV,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1023
Croatia,HRV,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.093
Croatia,HRV,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Iceland,ISL,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Iceland,ISL,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Iceland,ISL,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Iceland,ISL,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Iceland,ISL,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Iceland,ISL,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
India,IND,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
India,IND,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
India,IND,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.092
India,IND,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
India,IND,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
India,IND,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Indonesia,IDN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Indonesia,IDN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Indonesia,IDN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.055
Indonesia,IDN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.06992
Indonesia,IDN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Indonesia,IDN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Iran (Islamic Republic of),IRN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Iran (Islamic Republic of),IRN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Iran (Islamic Republic of),IRN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Iran (Islamic Republic of),IRN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.092
Iran (Islamic Republic of),IRN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1196
Iran (Islamic Republic of),IRN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Iraq,IRQ,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Iraq,IRQ,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Iraq,IRQ,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Iraq,IRQ,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.09016
Iraq,IRQ,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1196
Iraq,IRQ,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Ireland,IRL,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Ireland,IRL,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Ireland,IRL,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Ireland,IRL,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Ireland,IRL,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1564
Ireland,IRL,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Israel,ISR,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Israel,ISR,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.95
Israel,ISR,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Israel,ISR,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1001
Israel,ISR,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1274
Israel,ISR,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Italy,ITA,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Italy,ITA,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.74
Italy,ITA,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Italy,ITA,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Italy,ITA,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1196
Italy,ITA,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Côte d'Ivoire,CIV,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Côte d'Ivoire,CIV,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Côte d'Ivoire,CIV,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Côte d'Ivoire,CIV,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.092
Côte d'Ivoire,CIV,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Côte d'Ivoire,CIV,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Kazakhstan,KAZ,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Kazakhstan,KAZ,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.84
Kazakhstan,KAZ,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Kazakhstan,KAZ,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Kazakhstan,KAZ,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.138
Kazakhstan,KAZ,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Jamaica,JAM,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Jamaica,JAM,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Jamaica,JAM,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Jamaica,JAM,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.08464
Jamaica,JAM,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Jamaica,JAM,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Japan,JPN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Japan,JPN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Japan,JPN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.1
Japan,JPN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1152
Japan,JPN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1632
Japan,JPN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Johnston Island,JTN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Johnston Island,JTN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Johnston Island,JTN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Johnston Island,JTN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Johnston Island,JTN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Johnston Island,JTN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Jordan,JOR,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Jordan,JOR,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.95
Jordan,JOR,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Jordan,JOR,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1001
Jordan,JOR,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1274
Jordan,JOR,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Kyrgyzstan,KGZ,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Kyrgyzstan,KGZ,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.67
Kyrgyzstan,KGZ,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Kyrgyzstan,KGZ,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Kyrgyzstan,KGZ,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1012
Kyrgyzstan,KGZ,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Kenya,KEN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Kenya,KEN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Kenya,KEN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.1
Kenya,KEN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.092
Kenya,KEN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Kenya,KEN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Cambodia,KHM,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Cambodia,KHM,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Cambodia,KHM,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Cambodia,KHM,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.092
Cambodia,KHM,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Cambodia,KHM,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Democratic People's Republic of Korea,PRK,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Democratic People's Republic of Korea,PRK,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Democratic People's Republic of Korea,PRK,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Democratic People's Republic of Korea,PRK,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Democratic People's Republic of Korea,PRK,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Democratic People's Republic of Korea,PRK,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Republic of Korea,KOR,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Republic of Korea,KOR,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Republic of Korea,KOR,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Republic of Korea,KOR,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Republic of Korea,KOR,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Republic of Korea,KOR,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Kuwait,KWT,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Kuwait,KWT,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Kuwait,KWT,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Kuwait,KWT,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Kuwait,KWT,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Kuwait,KWT,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Latvia,LVA,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Latvia,LVA,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.94
Latvia,LVA,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Latvia,LVA,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1056
Latvia,LVA,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1248
Latvia,LVA,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Lao People's Democratic Republic,LAO,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Lao People's Democratic Republic,LAO,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Lao People's Democratic Republic,LAO,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Lao People's Democratic Republic,LAO,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Lao People's Democratic Republic,LAO,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Lao People's Democratic Republic,LAO,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Lebanon,LBN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Lebanon,LBN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Lebanon,LBN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Lebanon,LBN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Lebanon,LBN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Lebanon,LBN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Lesotho,LSO,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Lesotho,LSO,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.77
Lesotho,LSO,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Lesotho,LSO,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Lesotho,LSO,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Lesotho,LSO,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Liberia,LBR,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Liberia,LBR,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Liberia,LBR,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Liberia,LBR,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Liberia,LBR,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Liberia,LBR,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Libya,LBY,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Libya,LBY,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Libya,LBY,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Libya,LBY,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Libya,LBY,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Libya,LBY,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Liechtenstein,LIE,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Liechtenstein,LIE,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Liechtenstein,LIE,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Liechtenstein,LIE,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Liechtenstein,LIE,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Liechtenstein,LIE,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Lithuania,LTU,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Lithuania,LTU,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.78
Lithuania,LTU,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Lithuania,LTU,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Lithuania,LTU,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1196
Lithuania,LTU,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Marshall Islands,MHL,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
