area,area_code,proc_code,proc,comm_code,source_code,source,item_code,item,tcf
Switzerland,CHE,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.78
Switzerland,CHE,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Switzerland,CHE,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.099
Switzerland,CHE,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.153
Switzerland,CHE,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Syrian Arab Republic,SYR,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Syrian Arab Republic,SYR,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Syrian Arab Republic,SYR,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Syrian Arab Republic,SYR,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Syrian Arab Republic,SYR,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Syrian Arab Republic,SYR,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Turkmenistan,TKM,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Turkmenistan,TKM,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.6
Turkmenistan,TKM,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Turkmenistan,TKM,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Turkmenistan,TKM,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Turkmenistan,TKM,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
"China, Taiwan Province of",TWN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
"China, Taiwan Province of",TWN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.74
"China, Taiwan Province of",TWN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.08
"China, Taiwan Province of",TWN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1104
"China, Taiwan Province of",TWN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1012
"China, Taiwan Province of",TWN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
United Republic of Tanzania,TZA,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
United Republic of Tanzania,TZA,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
United Republic of Tanzania,TZA,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.08
United Republic of Tanzania,TZA,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.08188
United Republic of Tanzania,TZA,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
United Republic of Tanzania,TZA,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Thailand,THA,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Thailand,THA,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Thailand,THA,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Thailand,THA,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Thailand,THA,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Thailand,THA,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Togo,TGO,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Togo,TGO,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Togo,TGO,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Togo,TGO,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Togo,TGO,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Togo,TGO,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Tokelau,TKL,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Tokelau,TKL,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Tokelau,TKL,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Tokelau,TKL,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Tokelau,TKL,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Tokelau,TKL,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Tonga,TON,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Tonga,TON,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Tonga,TON,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Tonga,TON,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Tonga,TON,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Tonga,TON,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Trinidad and Tobago,TTO,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Trinidad and Tobago,TTO,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Trinidad and Tobago,TTO,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Trinidad and Tobago,TTO,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.07728
Trinidad and Tobago,TTO,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Trinidad and Tobago,TTO,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Oman,OMN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Oman,OMN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Oman,OMN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Oman,OMN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Oman,OMN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Oman,OMN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Tunisia,TUN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Tunisia,TUN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Tunisia,TUN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Tunisia,TUN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Tunisia,TUN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.08372
Tunisia,TUN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Turkey,TUR,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Turkey,TUR,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.59
Turkey,TUR,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Turkey,TUR,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Turkey,TUR,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1196
Turkey,TUR,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Turks and Caicos Islands,TCA,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Turks and Caicos Islands,TCA,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Turks and Caicos Islands,TCA,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Turks and Caicos Islands,TCA,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Turks and Caicos Islands,TCA,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Turks and Caicos Islands,TCA,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
United Arab Emirates,ARE,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
United Arab Emirates,ARE,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
United Arab Emirates,ARE,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
United Arab Emirates,ARE,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
United Arab Emirates,ARE,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
United Arab Emirates,ARE,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Uganda,UGA,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Uganda,UGA,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Uganda,UGA,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.1
Uganda,UGA,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.08464
Uganda,UGA,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Uganda,UGA,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Tuvalu,TUV,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Tuvalu,TUV,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Tuvalu,TUV,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Tuvalu,TUV,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Tuvalu,TUV,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Tuvalu,TUV,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
USSR,SUN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
USSR,SUN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.78
USSR,SUN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
USSR,SUN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
USSR,SUN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1104
USSR,SUN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
United Kingdom,GBR,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
United Kingdom,GBR,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.75
United Kingdom,GBR,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
United Kingdom,GBR,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
United Kingdom,GBR,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1472
United Kingdom,GBR,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Ukraine,UKR,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Ukraine,UKR,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.61
Ukraine,UKR,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Ukraine,UKR,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Ukraine,UKR,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1104
Ukraine,UKR,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
United States of America,USA,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
United States of America,USA,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.66
United States of America,USA,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
United States of America,USA,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1023
United States of America,USA,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1302
United States of America,USA,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
US Minor Is.,UMI,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
US Minor Is.,UMI,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
US Minor Is.,UMI,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
US Minor Is.,UMI,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
US Minor Is.,UMI,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
US Minor Is.,UMI,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Burkina Faso,BFA,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Burkina Faso,BFA,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Burkina Faso,BFA,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Burkina Faso,BFA,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.092
Burkina Faso,BFA,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Burkina Faso,BFA,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Uruguay,URY,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Uruguay,URY,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.77
Uruguay,URY,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Uruguay,URY,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.092
Uruguay,URY,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1196
Uruguay,URY,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Uzbekistan,UZB,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Uzbekistan,UZB,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.6
Uzbekistan,UZB,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Uzbekistan,UZB,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Uzbekistan,UZB,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Uzbekistan,UZB,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Venezuela (Bolivarian Republic of),VEN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Venezuela (Bolivarian Republic of),VEN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Venezuela (Bolivarian Republic of),VEN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.1
Venezuela (Bolivarian Republic of),VEN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.07614
Venezuela (Bolivarian Republic of),VEN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1316
Venezuela (Bolivarian Republic of),VEN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Viet Nam,VNM,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Viet Nam,VNM,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Viet Nam,VNM,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Viet Nam,VNM,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.092
Viet Nam,VNM,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Viet Nam,VNM,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Ethiopia PDR,ETH,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Ethiopia PDR,ETH,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.75
Ethiopia PDR,ETH,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Ethiopia PDR,ETH,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Ethiopia PDR,ETH,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Ethiopia PDR,ETH,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
British Virgin Islands,VGB,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
British Virgin Islands,VGB,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
British Virgin Islands,VGB,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
British Virgin Islands,VGB,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
British Virgin Islands,VGB,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
British Virgin Islands,VGB,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
United States Virgin Islands,VIR,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
United States Virgin Islands,VIR,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
United States Virgin Islands,VIR,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
United States Virgin Islands,VIR,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
United States Virgin Islands,VIR,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
United States Virgin Islands,VIR,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Wake Island,WAK,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Wake Island,WAK,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Wake Island,WAK,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Wake Island,WAK,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Wake Island,WAK,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Wake Island,WAK,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Wallis and Futuna Islands,WLF,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Wallis and Futuna Islands,WLF,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Wallis and Futuna Islands,WLF,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Wallis and Futuna Islands,WLF,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Wallis and Futuna Islands,WLF,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Wallis and Futuna Islands,WLF,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Samoa,WSM,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Samoa,WSM,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Samoa,WSM,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Samoa,WSM,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Samoa,WSM,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Samoa,WSM,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Yugoslav SFR,YUG,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Yugoslav SFR,YUG,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.69
Yugoslav SFR,YUG,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Yugoslav SFR,YUG,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Yugoslav SFR,YUG,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1104
Yugoslav SFR,YUG,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Yemen,YEM,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Yemen,YEM,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Yemen,YEM,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Yemen,YEM,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Yemen,YEM,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Yemen,YEM,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Democratic Republic of the Congo,COD,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Democratic Republic of the Congo,COD,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Democratic Republic of the Congo,COD,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Democratic Republic of the Congo,COD,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Democratic Republic of the Congo,COD,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Democratic Republic of the Congo,COD,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Zambia,ZMB,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Zambia,ZMB,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Zambia,ZMB,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Zambia,ZMB,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Zambia,ZMB,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Zambia,ZMB,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Unspecified,UXY,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Unspecified,UXY,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Unspecified,UXY,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Unspecified,UXY,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Unspecified,UXY,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Unspecified,UXY,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Belgium,BEL,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Belgium,BEL,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.74
Belgium,BEL,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Belgium,BEL,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Belgium,BEL,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1472
Belgium,BEL,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Luxembourg,LUX,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Luxembourg,LUX,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.74
Luxembourg,LUX,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Luxembourg,LUX,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Luxembourg,LUX,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1472
Luxembourg,LUX,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Anguilla,AIA,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Anguilla,AIA,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Anguilla,AIA,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Anguilla,AIA,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Anguilla,AIA,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Anguilla,AIA,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Svalbard and Jan Mayen Islands,SJM,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
